Ano,Região,Concelho,Freguesia,"Eleitores Registrados","Votos Nulos","Votos em Branco","Votos Válidos",Abstenção,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
2024,Braga,"Vila Verde","Aboim da Nóbrega e Gondomar",919,6,12,518,401,221,109,103,5,23,21,1,1,1,1,1,1,0,10,0,2,0,0,0,0
2024,Braga,"Vila Verde",Atiães,479,2,8,333,146,158,58,64,4,14,14,3,2,3,0,0,0,2,1,0,0,0,0,0,0
2024,Braga,"Vila Verde",Cabanelas,1827,17,23,1183,644,356,358,282,20,50,17,19,10,8,2,2,2,6,4,5,0,2,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago)",893,4,10,563,330,244,123,132,4,15,6,6,5,5,0,0,1,3,2,1,1,1,0,0,0
2024,Braga,"Vila Verde",Cervães,1842,17,27,1206,636,497,234,274,20,66,25,13,9,8,0,0,0,3,9,2,2,0,0,0,0
2024,Braga,"Vila Verde",Coucieiro,511,8,6,369,142,144,70,70,12,24,13,3,7,4,1,0,0,1,5,1,0,0,0,0,0
2024,Braga,"Vila Verde",Dossãos,422,6,4,305,117,166,57,48,6,3,8,0,2,0,0,1,0,0,1,1,2,0,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Escariz (São Mamede) e Escariz (São Martinho)",727,7,13,471,256,215,85,84,9,19,13,5,5,6,0,1,2,2,2,1,1,1,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Esqueiros, Nevogilde e Travassós",888,2,19,638,250,260,163,109,11,21,19,10,9,4,3,1,0,4,1,1,1,0,0,0,0
2024,Braga,"Vila Verde",Freiriz,1001,6,12,648,353,299,80,156,1,25,19,10,8,11,1,1,1,4,7,3,3,1,0,0,0
2024,Braga,"Vila Verde",Gême,461,5,7,339,122,123,73,72,12,19,2,12,4,1,0,0,1,3,1,2,1,1,0,0,0
2024,Braga,"Vila Verde",Lage,2741,15,31,1957,784,707,383,424,77,165,34,31,29,28,3,0,4,4,12,4,2,4,0,0,0
2024,Braga,"Vila Verde",Lanhas,582,9,9,428,154,134,102,98,14,28,8,7,3,9,0,0,0,0,2,4,1,0,0,0,0
2024,Braga,"Vila Verde",Loureira,1071,9,20,726,345,217,179,166,33,41,8,17,17,5,0,0,0,7,5,1,0,1,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Marrancos e Arcozelo",857,3,16,579,278,281,63,138,8,26,17,5,6,3,3,0,0,2,4,2,0,2,0,0,0
2024,Braga,"Vila Verde",Moure,1395,8,16,896,499,404,173,170,16,51,25,2,9,6,1,0,1,2,6,2,2,2,0,0,0
2024,Braga,"Vila Verde",Oleiros,1215,4,18,774,441,261,162,187,22,41,20,10,15,14,0,2,1,6,5,3,0,3,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel)",529,3,8,378,151,176,72,76,6,14,7,0,5,0,1,0,0,2,5,2,0,1,0,0,0
2024,Braga,"Vila Verde","Parada de Gatim",719,4,6,447,272,154,124,106,10,18,15,1,1,2,0,1,0,1,1,1,2,0,0,0,0
2024,Braga,"Vila Verde",Pico,509,2,6,347,162,145,73,59,6,24,9,8,2,0,0,1,2,4,5,0,1,0,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Pico de Regalados, Gondiães e Mós",1401,12,17,1047,354,427,253,166,27,62,24,19,11,9,2,0,1,7,7,2,0,1,0,0,0
2024,Braga,"Vila Verde",Ponte,476,0,5,311,165,128,50,90,3,11,7,4,6,2,0,2,0,0,2,1,0,0,0,0,0
2024,Braga,"Vila Verde","Prado (São Miguel)",645,5,12,423,222,184,80,79,8,14,23,4,5,2,0,0,1,1,4,0,0,1,0,0,0
2024,Braga,"Vila Verde","União das freguesias da Ribeira do Neiva",3451,31,33,2130,1321,1004,261,461,37,116,72,22,15,19,7,5,4,14,21,4,4,0,0,0,0
2024,Braga,"Vila Verde",Sabariz,444,4,7,322,122,131,52,67,18,18,10,5,4,0,0,0,0,3,2,1,0,0,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Sande, Vilarinho, Barros e Gomide",1269,5,14,892,377,388,200,171,17,35,20,10,7,4,1,0,1,8,3,2,4,2,0,0,0
2024,Braga,"Vila Verde",Soutelo,2039,21,21,1538,501,450,423,305,52,115,25,40,30,22,6,1,3,10,6,4,3,1,0,0,0
2024,Braga,"Vila Verde",Turiz,1761,9,40,1257,504,409,240,325,37,65,31,35,23,14,3,1,0,8,5,4,4,4,0,0,0
2024,Braga,"Vila Verde","União das freguesias do Vade",1630,10,23,1049,581,551,234,119,13,39,22,7,6,5,0,4,3,3,3,4,2,1,0,0,0
2024,Braga,"Vila Verde","União das freguesias de Valbom (São Pedro), Passô e Valbom (São Martinho)",581,5,12,354,227,134,78,77,1,11,11,1,6,6,2,1,0,2,1,3,0,3,0,0,0
2024,Braga,"Vila Verde",Valdreu,475,1,3,277,198,126,79,42,3,11,4,1,0,4,1,0,0,0,1,0,1,0,0,0,0
2024,Braga,"Vila Verde","Vila de Prado",4221,34,51,2935,1286,931,705,627,113,205,34,89,44,56,2,0,1,11,14,12,3,3,0,0,0
2024,Braga,"Vila Verde","Vila Verde e Barbudo",6734,47,81,4513,2221,1533,1063,979,155,317,71,86,77,51,7,5,4,10,19,4,3,1,0,0,0
2024,Braga,Vizela,"União das freguesias de Caldas de Vizela (São Miguel e São João)",10201,59,96,7435,2766,1808,2937,1010,369,521,100,170,122,128,7,7,5,34,22,32,5,3,0,0,0
2024,Braga,Vizela,Infias,1637,13,18,1279,358,310,433,234,45,95,21,25,19,30,6,3,0,6,8,6,3,4,0,0,0
2024,Braga,Vizela,"Santa Eulália",4818,42,43,3405,1413,702,1339,638,165,194,59,60,32,42,10,2,6,22,14,22,11,2,0,0,0
2024,Braga,Vizela,"União das freguesias de Tagilde e Vizela (São Paio)",2972,22,28,2207,765,490,763,502,83,121,46,48,25,33,2,3,7,12,11,8,2,1,0,0,0
2024,Braga,Vizela,"Vizela (Santo Adrião)",2144,14,22,1627,517,379,638,259,67,86,25,32,26,31,5,0,6,11,11,8,2,5,0,0,0
2024,Bragança,"Alfândega da Fé","União das freguesias de Agrobom, Saldonha e Vale Pereiro",317,5,2,169,148,69,50,24,2,4,5,1,0,4,0,2,0,0,1,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé","Alfândega da Fé",1973,21,21,1256,717,417,441,259,18,18,22,16,7,12,0,0,0,1,2,0,1,0,0,0,0
2024,Bragança,"Alfândega da Fé",Cerejais,191,0,2,88,103,39,34,6,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé","União das freguesias de Eucisia, Gouveia e Valverde",378,2,6,198,180,73,61,35,4,1,1,9,0,4,0,0,0,0,0,0,2,0,0,0,0
2024,Bragança,"Alfândega da Fé","União das freguesias de Ferradosa e Sendim da Serra",237,1,1,143,94,56,55,23,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0
2024,Bragança,"Alfândega da Fé","União das freguesias de Gebelim e Soeima",368,2,2,184,184,74,47,45,1,0,2,4,0,1,0,2,0,3,1,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé","União das freguesias de Parada e Sendim da Ribeira",207,0,1,129,78,50,40,23,5,0,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé","União das freguesias de Pombal e Vales",183,3,2,108,75,40,35,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé",Sambade,479,2,0,239,240,98,84,31,0,5,8,1,2,3,0,1,0,0,4,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé","Vilar Chão",270,1,3,140,130,71,44,14,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé",Vilarelhos,267,2,2,170,97,61,80,20,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Alfândega da Fé","Vilares de Vilariça",231,0,0,102,129,42,36,10,3,1,2,2,2,1,0,0,0,0,3,0,0,0,0,0,0
2024,Bragança,Bragança,Alfaião,174,2,1,124,50,72,29,14,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de Aveleda e Rio de Onor",360,2,4,158,202,56,56,17,2,9,6,1,3,1,0,0,0,0,0,0,1,0,0,0,0
2024,Bragança,Bragança,Babe,268,1,2,115,153,67,30,8,0,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,Baçal,513,2,8,304,209,150,69,45,8,4,9,1,4,2,0,1,0,1,0,0,0,0,0,0,0
2024,Bragança,Bragança,Carragosa,219,1,2,123,96,52,33,22,1,2,6,1,0,2,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de Castrelos e Carrazedo",250,2,3,146,104,85,27,20,1,0,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,"Castro de Avelãs",341,2,2,229,112,101,58,35,10,6,7,0,2,2,0,0,0,1,3,0,0,0,0,0,0
2024,Bragança,Bragança,Coelhoso,440,2,1,162,278,86,45,18,1,0,4,1,0,0,0,1,0,1,2,0,0,0,0,0,0
2024,Bragança,Bragança,Donai,466,6,4,290,176,122,76,51,6,7,10,6,1,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,Espinhosela,255,1,0,148,107,56,59,25,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,França,272,1,2,133,139,53,50,7,8,2,5,0,1,3,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,Gimonde,396,2,2,220,176,92,62,39,2,5,7,0,3,3,0,0,0,1,2,0,0,0,0,0,0
2024,Bragança,Bragança,Gondesende,173,0,2,85,88,45,20,12,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,Bragança,Gostei,427,1,3,267,160,119,71,45,2,3,8,5,3,3,0,0,0,0,3,0,1,0,0,0,0
2024,Bragança,Bragança,"Grijó de Parada",322,5,2,171,151,57,58,39,1,2,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de Izeda, Calvelhe e Paradinha Nova",1133,7,6,440,693,164,149,75,8,1,10,3,4,4,0,1,0,0,6,0,2,0,0,0,0
2024,Bragança,Bragança,"Macedo do Mato",240,1,0,85,155,46,28,5,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,Bragança,Mós,245,2,0,99,146,38,22,32,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,Nogueira,471,3,5,296,175,132,91,46,5,4,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,Bragança,Outeiro,270,0,0,108,162,47,35,14,1,1,5,1,0,0,0,0,0,3,0,0,1,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de Parada e Faílde",796,3,2,325,471,130,120,46,1,1,11,1,3,3,0,0,0,2,2,0,0,0,0,0,0
2024,Bragança,Bragança,Parâmio,214,1,1,112,102,63,40,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Bragança,Pinela,309,1,3,128,181,63,14,23,1,1,12,0,2,3,0,0,0,0,5,0,0,0,0,0,0
2024,Bragança,Bragança,Quintanilha,232,2,3,134,98,37,56,22,2,2,0,3,1,5,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,Bragança,"Quintela de Lampaças",257,1,2,108,149,57,31,10,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Bragança,Rabal,243,2,1,111,132,71,22,6,0,2,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de Rebordainhos e Pombares",214,0,0,95,119,50,29,8,1,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0
2024,Bragança,Bragança,Rebordãos,549,4,4,278,271,124,78,40,8,4,8,2,3,0,0,0,0,1,1,0,1,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de Rio Frio e Milhão",391,2,5,233,158,114,66,32,2,3,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,Bragança,Salsas,390,2,0,152,238,82,30,25,0,2,3,2,1,3,0,1,0,1,0,0,0,0,0,0,0
2024,Bragança,Bragança,Samil,1210,6,8,766,444,316,227,145,12,24,9,9,3,3,0,1,0,1,0,0,2,0,0,0,0
2024,Bragança,Bragança,"Santa Comba de Rossas",311,3,0,136,175,52,42,30,1,0,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de São Julião de Palácios e Deilão",467,4,3,175,292,94,33,29,2,2,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2024,Bragança,Bragança,"São Pedro de Sarracenos",354,0,5,237,117,89,75,43,3,8,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Bragança,"União das freguesias de Sé, Santa Maria e Meixedo",21221,141,187,12208,9013,4506,3758,2160,325,391,196,182,139,143,0,14,0,21,41,0,4,0,0,0,0
2024,Bragança,Bragança,Sendas,193,1,6,111,82,67,15,9,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Bragança,Serapicos,288,2,3,110,178,47,27,17,2,0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2024,Bragança,Bragança,Sortes,292,4,3,150,142,51,50,25,7,1,4,1,0,3,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,Bragança,Zoio,145,0,0,85,60,51,15,8,1,2,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","União das freguesias de Amedo e Zedes",468,3,3,247,221,122,49,52,1,2,3,1,4,3,0,0,0,2,1,0,1,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","União das freguesias de Belver e Mogo de Malta",386,5,2,235,151,106,45,48,4,6,7,2,3,2,0,2,0,0,1,0,2,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","Carrazeda de Ansiães",1561,16,18,986,575,386,279,210,17,20,16,5,9,4,0,1,0,4,1,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","União das freguesias de Castanheiro do Norte e Ribalonga",442,4,0,276,166,95,91,54,10,2,6,2,4,5,0,0,0,1,1,0,1,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","Fonte Longa",259,2,1,155,104,61,38,33,4,2,6,0,1,2,0,0,0,2,3,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","União das freguesias de Lavandeira, Beira Grande e Selores",394,3,1,224,170,107,54,43,4,3,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães",Linhares,418,7,1,217,201,78,52,50,4,4,8,1,3,4,0,2,0,2,1,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães",Marzagão,315,3,0,186,129,73,48,36,7,2,4,5,2,3,0,1,0,2,0,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães",Parambos,196,3,1,109,87,43,31,14,4,2,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães",Pereiros,187,2,2,105,82,40,34,14,3,0,2,5,0,1,0,1,0,0,1,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","Pinhal do Norte",237,0,1,131,106,71,26,12,3,3,6,2,4,1,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães",Pombal,244,5,4,156,88,76,40,18,2,2,3,1,0,1,0,0,0,3,1,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","Seixo de Ansiães",268,0,2,144,124,44,48,35,3,2,4,1,1,1,0,1,0,2,0,0,0,0,0,0,0
2024,Bragança,"Carrazeda de Ansiães","Vilarinho da Castanheira",485,3,4,209,276,77,55,49,4,1,7,2,1,2,0,0,0,2,2,0,0,0,0,0,0
2024,Bragança,"Freixo de Espada à Cinta","União das freguesias de Freixo de Espada à Cinta e Mazouco",1905,15,17,1048,857,330,406,208,18,12,20,6,6,5,0,0,0,0,4,0,1,0,0,0,0
2024,Bragança,"Freixo de Espada à Cinta","União das freguesias de Lagoaça e Fornos",454,3,1,255,199,87,68,75,6,1,6,0,1,2,0,2,0,1,2,0,0,0,0,0,0
2024,Bragança,"Freixo de Espada à Cinta",Ligares,305,0,0,166,139,69,65,21,5,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
2024,Bragança,"Freixo de Espada à Cinta",Poiares,324,2,2,189,135,52,71,48,3,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","União das freguesias de Ala e Vilarinho do Monte",556,11,2,290,266,101,77,66,3,6,13,1,3,2,0,0,0,3,2,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Amendoeira,443,4,4,283,160,124,68,54,6,4,5,5,4,2,0,1,0,0,0,0,2,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Arcas,342,1,0,148,194,82,40,19,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","União das freguesias de Bornes e Burga",522,6,1,222,300,103,59,29,5,6,8,0,1,3,0,1,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Carrapatas,209,4,1,114,95,47,29,24,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","União das freguesias de Castelãos e Vilar do Monte",405,4,0,215,190,100,47,51,2,1,5,0,1,2,0,0,0,0,1,0,1,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Chacim,327,2,2,118,209,48,47,9,3,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Cortiços,337,0,1,157,180,40,59,29,6,1,3,3,7,6,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Corujas,191,0,1,109,82,66,21,7,5,1,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco",670,2,5,249,421,114,85,26,6,2,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Ferreira,370,3,0,113,257,45,38,18,2,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Grijó,467,3,3,192,275,88,60,25,3,1,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Lagoa,356,1,0,164,192,66,45,40,0,2,3,3,1,0,0,2,0,1,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Lamalonga,407,4,4,189,218,82,60,23,2,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Lamas,293,2,1,142,151,88,16,27,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Lombo,295,2,3,172,123,58,66,33,0,1,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","Macedo de Cavaleiros",6267,42,30,3570,2697,1447,1112,545,105,62,58,59,35,47,0,4,0,10,14,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Morais,666,2,2,254,412,77,110,46,2,2,3,4,4,1,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Olmos,231,2,4,109,122,40,43,12,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Peredo,219,2,1,115,104,43,37,24,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","União das freguesias de Podence e Santa Combinha",420,3,4,204,216,77,73,31,3,2,2,3,2,2,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Salselas,423,4,4,199,224,80,55,32,6,0,9,2,1,3,0,0,0,1,2,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Sezulfe,324,3,3,172,152,57,57,36,4,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Talhas,438,3,3,173,265,68,61,25,0,2,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","União das freguesias de Talhinhas e Bagueixe",412,4,0,186,226,52,83,32,1,0,7,1,1,3,0,1,0,0,1,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","Vale Benfeito",223,1,0,104,119,59,15,16,0,4,3,1,1,0,0,0,0,4,0,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","Vale da Porca",317,6,2,167,150,51,54,29,5,1,6,1,2,7,0,1,0,1,1,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","Vale de Prados",512,5,5,291,221,93,102,61,2,8,11,1,0,0,0,0,0,1,2,0,0,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros","Vilarinho de Agrochão",236,1,1,129,107,58,45,15,3,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0
2024,Bragança,"Macedo de Cavaleiros",Vinhas,290,1,0,112,178,42,35,17,4,1,8,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","União das freguesias de Constantim e Cicouro",204,3,6,103,101,43,34,11,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","Duas Igrejas",612,6,7,288,324,137,87,39,4,1,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro",Genísio,206,2,2,101,105,56,24,8,0,1,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","União das freguesias de Ifanes e Paradela",284,2,6,159,125,77,42,18,0,1,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro",Malhadas,401,2,2,167,234,78,44,23,5,3,2,3,2,0,0,2,0,0,1,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","Miranda do Douro",1824,15,16,1151,673,510,363,144,31,14,15,19,16,2,0,0,0,3,3,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro",Palaçoulo,466,3,7,250,216,114,53,43,10,8,7,2,1,0,0,0,0,1,1,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro",Picote,273,1,6,148,125,44,73,14,2,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro",Póvoa,189,2,2,103,86,39,31,14,2,2,4,2,2,0,0,1,0,0,2,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","São Martinho de Angueira",326,1,3,128,198,57,53,7,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","União das freguesias de Sendim e Atenor",1373,19,18,754,619,273,234,130,21,22,16,7,3,3,0,2,0,2,4,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","União das freguesias de Silva e Águas Vivas",508,6,2,219,289,119,42,34,3,0,6,2,1,1,0,0,0,2,1,0,0,0,0,0,0
2024,Bragança,"Miranda do Douro","Vila Chã de Braciosa",329,3,4,166,163,63,53,23,1,1,8,5,1,3,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,Mirandela,Abambres,384,2,0,239,145,102,55,59,4,3,6,1,1,3,0,0,0,1,2,0,0,0,0,0,0
2024,Bragança,Mirandela,Abreiro,247,2,3,130,117,43,25,44,0,0,5,2,0,4,0,1,0,1,0,0,0,0,0,0,0
2024,Bragança,Mirandela,Aguieiras,326,3,0,141,185,68,36,21,0,2,5,1,1,1,0,0,0,2,1,0,0,0,0,0,0
2024,Bragança,Mirandela,Alvites,255,0,0,108,147,37,29,26,4,1,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Mirandela,"União das freguesias de Avantos e Romeu",417,2,2,203,214,76,55,51,4,1,4,0,1,4,0,1,0,0,0,0,2,0,0,0,0
2024,Bragança,Mirandela,"União das freguesias de Avidagos, Navalho e Pereira",450,3,3,276,174,109,63,75,9,1,5,1,3,2,0,1,0,0,0,0,1,0,0,0,0
2024,Bragança,Mirandela,"União das freguesias de Barcel, Marmelos e Valverde da Gestosa",380,1,4,204,176,63,60,63,4,0,2,2,0,2,0,1,0,0,2,0,0,0,0,0,0
2024,Bragança,Mirandela,Bouça,293,0,1,134,159,70,29,25,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Mirandela,Cabanelas,383,2,0,202,181,98,43,39,3,1,7,1,4,2,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,Mirandela,Caravelas,201,0,1,119,82,43,25,24,4,3,6,2,3,4,0,0,0,1,3,0,0,0,0,0,0
2024,Bragança,Mirandela,Carvalhais,1198,11,8,639,559,199,176,165,13,19,12,7,4,20,0,2,0,2,1,0,0,0,0,0,0
2024,Bragança,Mirandela,Cedães,347,8,2,197,150,56,69,37,4,3,4,2,0,6,0,1,0,0,4,0,1,0,0,0,0
2024,Bragança,Mirandela,Cobro,154,0,1,104,50,54,16,24,1,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0
2024,Bragança,Mirandela,Fradizela,255,2,1,123,132,49,35,27,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,Bragança,Mirandela,"União das freguesias de Franco e Vila Boa",304,0,0,173,131,63,38,52,3,2,6,3,2,1,0,0,0,0,3,0,0,0,0,0,0
2024,Bragança,Mirandela,Frechas,803,3,7,488,315,155,180,100,8,4,13,3,2,12,0,0,0,0,1,0,0,0,0,0,0
2024,Bragança,Mirandela,"União das freguesias de Freixeda e Vila Verde",165,2,1,88,77,44,20,13,0,2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0
2024,Bragança,Mirandela,"Lamas de Orelhão",449,7,4,274,175,134,26,79,2,1,12,1,3,0,0,3,0,0,2,0,0,0,0,0,0
2024,Bragança,Mirandela,Mascarenhas,564,3,3,303,261,103,97,65,3,7,7,2,2,9,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,Mirandela,Mirandela,10861,74,57,6694,4167,2576,1705,1490,173,184,101,81,83,131,0,3,0,13,19,0,4,0,0,0,0
2024,Bragança,Mirandela,Múrias,305,3,2,142,163,69,28,26,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bragança,Mirandela,Passos,390,3,6,232,158,77,60,60,6,4,8,3,0,2,0,0,0,0,2,0,1,0,0,0,0
2024,Bragança,Mirandela,"São Pedro Velho",322,2,1,170,152,89,42,18,5,3,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2024,Bragança,Mirandela,"São Salvador",215,1,2,132,83,50,44,28,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0
2024,Bragança,Mirandela,Suçães,596,5,8,321,275,126,86,68,5,5,8,1,1,5,0,0,0,3,0,0,0,0,0,0,0
2024,Bragança,Mirandela,"Torre de Dona Chama",982,8,4,475,507,184,132,108,4,4,17,2,4,3,0,1,0,1,3,0,0,0,0,0,0
