Ano,Região,Concelho,Freguesia,"Eleitores Registrados","Votos Nulos","Votos em Branco","Votos Válidos",Abstenção,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
2024,Aveiro,Anadia,"São Lourenço do Bairro",2205,21,41,1360,845,559,306,227,45,64,26,19,23,11,6,2,0,7,2,1,0,0,0,0,0
2024,Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",2943,16,51,1870,1073,731,507,267,60,81,33,48,34,13,3,1,0,6,11,4,4,0,0,0,0
2024,Aveiro,Anadia,"Vila Nova de Monsarros",1474,10,20,873,601,306,269,145,20,43,17,10,8,11,2,0,0,5,3,4,0,0,0,0,0
2024,Aveiro,Anadia,"Vilarinho do Bairro",2586,17,23,1540,1046,803,231,306,25,47,32,18,13,10,0,0,0,7,4,4,0,0,0,0,0
2024,Aveiro,Arouca,Alvarenga,928,5,7,596,332,282,161,84,10,11,12,4,5,6,0,0,0,1,6,2,0,0,0,0,0
2024,Aveiro,Arouca,"União das freguesias de Arouca e Burgo",4737,21,67,3108,1629,1290,867,434,90,120,39,48,52,39,3,1,0,20,7,7,3,0,0,0,0
2024,Aveiro,Arouca,"União das freguesias de Cabreiros e Albergaria da Serra",234,3,2,98,136,31,40,13,1,1,2,0,1,0,0,1,0,1,0,1,1,0,0,0,0
2024,Aveiro,Arouca,"União das freguesias de Canelas e Espiunca",994,3,11,654,340,314,126,124,15,16,10,2,3,9,2,2,0,8,4,3,2,0,0,0,0
2024,Aveiro,Arouca,Chave,1160,6,15,846,314,331,198,191,22,30,11,12,9,8,0,0,0,7,5,1,0,0,0,0,0
2024,Aveiro,Arouca,"União das freguesias de Covelo de Paivó e Janarde",171,0,2,108,63,55,25,11,2,2,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0
2024,Aveiro,Arouca,Escariz,1912,20,23,1325,587,565,296,256,34,55,13,17,21,7,1,2,0,7,5,3,0,0,0,0,0
2024,Aveiro,Arouca,Fermedo,1123,6,8,776,347,352,203,123,12,22,18,6,8,9,2,0,0,2,2,3,0,0,0,0,0
2024,Aveiro,Arouca,Mansores,978,8,13,720,258,372,123,119,3,32,18,8,5,4,2,0,0,4,5,4,0,0,0,0,0
2024,Aveiro,Arouca,Moldes,1107,6,23,725,382,317,209,75,22,24,16,7,5,6,3,1,0,6,2,3,0,0,0,0,0
2024,Aveiro,Arouca,Rossas,1356,8,23,971,385,445,202,176,18,24,20,7,11,13,2,0,0,17,2,3,0,0,0,0,0
2024,Aveiro,Arouca,"Santa Eulália",2010,10,25,1420,590,584,388,230,35,45,21,26,16,16,2,1,0,10,9,2,0,0,0,0,0
2024,Aveiro,Arouca,"São Miguel do Mato",609,4,4,388,221,203,91,54,3,8,7,2,5,4,0,0,0,1,1,1,0,0,0,0,0
2024,Aveiro,Arouca,Tropeço,1029,7,9,715,314,298,148,165,16,21,16,14,6,3,0,3,0,5,2,2,0,0,0,0,0
2024,Aveiro,Arouca,Urrô,875,6,7,629,246,329,129,82,22,15,14,12,7,4,0,0,0,1,0,0,1,0,0,0,0
2024,Aveiro,Arouca,Várzea,447,3,7,348,99,151,86,63,7,10,3,8,2,0,0,1,0,3,2,2,0,0,0,0,0
2024,Aveiro,Aveiro,Aradas,8415,49,103,5598,2817,2160,1256,881,283,416,61,188,90,62,8,1,0,14,12,11,3,0,0,0,0
2024,Aveiro,Aveiro,Cacia,6206,40,97,4140,2066,1121,1196,837,258,232,46,114,94,55,6,7,0,11,9,13,4,0,0,0,0
2024,Aveiro,Aveiro,"Eixo e Eirol",5383,41,65,3483,1900,1074,883,793,170,173,38,98,63,47,3,3,0,13,9,8,2,0,0,0,0
2024,Aveiro,Aveiro,Esgueira,11726,76,166,7790,3936,2258,2231,1378,466,497,70,271,153,143,12,8,0,30,12,19,0,0,0,0,0
2024,Aveiro,Aveiro,"União das freguesias de Glória e Vera Cruz",17738,90,197,12308,5430,4535,3268,1161,681,989,102,687,284,246,16,0,0,14,16,19,3,0,0,0,0
2024,Aveiro,Aveiro,Oliveirinha,4200,33,48,2696,1504,1081,527,595,95,130,42,72,26,18,3,1,0,9,8,8,0,0,0,0,0
2024,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",4011,21,34,2609,1402,1136,422,621,91,89,55,45,40,17,2,4,0,7,12,12,1,0,0,0,0
2024,Aveiro,Aveiro,"Santa Joana",7152,65,90,4847,2305,1709,1220,859,222,283,59,138,103,57,9,6,0,11,6,9,1,0,0,0,0
2024,Aveiro,Aveiro,"São Bernardo",4566,26,55,3306,1260,1315,710,504,162,227,44,127,72,37,3,3,0,9,7,5,0,0,0,0,0
2024,Aveiro,Aveiro,"São Jacinto",824,4,9,460,364,117,188,82,14,5,7,7,5,14,0,0,0,4,1,3,0,0,0,0,0
2024,Aveiro,"Castelo de Paiva",Fornos,1095,11,12,743,352,272,302,67,16,21,5,4,8,8,1,0,0,13,1,2,0,0,0,0,0
2024,Aveiro,"Castelo de Paiva","União das freguesias de Raiva, Pedorido e Paraíso",3865,31,40,2522,1343,676,970,421,94,74,40,41,35,37,5,2,0,39,8,8,1,0,0,0,0
2024,Aveiro,"Castelo de Paiva",Real,1065,11,12,691,374,247,246,109,19,13,6,11,6,1,0,1,0,6,2,1,0,0,0,0,0
2024,Aveiro,"Castelo de Paiva","Santa Maria de Sardoura",2032,19,24,1372,660,539,491,163,20,36,15,12,20,3,0,1,0,20,4,4,1,0,0,0,0
2024,Aveiro,"Castelo de Paiva","São Martinho de Sardoura",1617,16,10,1205,412,544,330,160,24,31,20,14,15,6,1,1,0,28,3,1,1,0,0,0,0
2024,Aveiro,"Castelo de Paiva","União das freguesias de Sobrado e Bairros",4342,53,33,2963,1379,1200,935,417,79,88,22,42,28,24,1,0,0,27,8,4,2,0,0,0,0
2024,Aveiro,Espinho,"União das freguesias de Anta e Guetim",10690,75,101,7414,3276,2353,2446,1043,313,356,115,150,156,193,15,16,0,28,14,37,3,0,0,0,0
2024,Aveiro,Espinho,Espinho,9921,76,101,7146,2775,2956,1891,708,295,417,91,225,131,179,11,5,0,19,19,19,3,0,0,0,0
2024,Aveiro,Espinho,Paramos,3018,20,23,1886,1132,521,724,261,74,94,21,29,39,56,3,3,0,6,4,6,2,0,0,0,0
2024,Aveiro,Espinho,Silvalde,5697,42,51,3910,1787,926,1648,581,110,161,41,82,70,139,2,2,0,16,12,25,2,0,0,0,0
2024,Aveiro,Estarreja,Avanca,5326,41,57,3369,1957,1026,1016,691,141,142,39,61,63,59,5,2,0,8,5,12,1,0,0,0,0
2024,Aveiro,Estarreja,"União das freguesias de Beduído e Veiros",9112,62,104,5540,3572,1774,1569,1042,197,321,95,95,77,140,7,4,0,17,21,11,4,0,0,0,0
2024,Aveiro,Estarreja,"União das freguesias de Canelas e Fermelã",2513,19,31,1685,828,591,437,305,64,64,22,48,23,50,6,1,0,13,7,4,0,0,0,0,0
2024,Aveiro,Estarreja,Pardilhó,3757,14,37,1901,1856,594,495,451,73,82,30,21,26,59,1,0,0,6,5,7,0,0,0,0,0
2024,Aveiro,Estarreja,Salreu,3310,36,35,2083,1227,796,523,380,78,101,31,29,24,29,4,2,0,6,6,3,0,0,0,0,0
2024,Aveiro,Ílhavo,"Gafanha da Encarnação",5169,39,65,2954,2215,1018,560,740,140,155,51,56,59,31,4,0,0,15,11,4,6,0,0,0,0
2024,Aveiro,Ílhavo,"Gafanha da Nazaré",14006,92,189,8643,5363,2827,1873,1905,413,550,131,260,201,102,17,10,0,32,16,17,8,0,0,0,0
2024,Aveiro,Ílhavo,"Gafanha do Carmo",1748,11,28,959,789,319,202,253,37,38,16,25,14,6,1,1,0,1,3,3,1,0,0,0,0
2024,Aveiro,Ílhavo,"Ílhavo (São Salvador)",15325,94,161,9619,5706,3157,2507,1727,510,596,102,353,210,108,5,4,0,39,15,24,7,0,0,0,0
2024,Aveiro,Mealhada,Barcouço,1875,18,23,1155,720,295,405,202,66,50,10,34,14,26,0,1,0,7,2,2,0,0,0,0,0
2024,Aveiro,Mealhada,"Casal Comba",2903,16,38,1738,1165,449,573,302,98,105,21,40,29,40,2,2,0,8,5,8,2,0,0,0,0
2024,Aveiro,Mealhada,Luso,2180,9,55,1412,768,329,527,221,93,56,13,24,29,38,3,0,0,5,5,4,1,0,0,0,0
2024,Aveiro,Mealhada,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",5685,40,81,3656,2029,1146,1122,583,189,190,46,103,56,68,4,0,0,11,7,10,0,0,0,0,0
2024,Aveiro,Mealhada,Pampilhosa,3480,28,56,2253,1227,503,791,383,157,102,20,68,39,75,2,2,0,9,5,12,1,0,0,0,0
2024,Aveiro,Mealhada,Vacariça,1583,7,29,1013,570,257,408,163,50,31,12,15,8,15,0,0,0,5,5,6,2,0,0,0,0
2024,Aveiro,Murtosa,Bunheiro,2418,11,23,1371,1047,593,258,289,38,46,27,23,20,16,3,1,0,11,5,7,0,0,0,0,0
2024,Aveiro,Murtosa,Monte,1532,5,19,750,782,302,166,146,32,29,7,18,7,8,1,0,0,3,4,3,0,0,0,0,0
2024,Aveiro,Murtosa,Murtosa,3175,16,28,1510,1665,675,258,309,51,67,27,22,20,18,0,0,0,9,4,3,3,0,0,0,0
2024,Aveiro,Murtosa,Torreira,2793,21,25,1559,1234,578,320,385,56,80,15,21,28,12,3,1,0,6,3,5,0,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis",Carregosa,3074,26,27,2211,863,844,586,392,71,109,28,48,22,18,3,6,0,19,5,6,1,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis",Cesar,2809,27,30,2010,799,668,559,375,71,107,39,42,40,21,3,1,0,13,7,6,1,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis",Fajões,2699,24,22,1777,922,647,471,334,62,65,38,32,37,16,3,2,0,11,9,4,0,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis",Loureiro,3301,34,31,2270,1031,927,497,467,68,88,32,47,39,10,3,1,0,11,5,8,2,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis","Macieira de Sarnes",1657,13,16,1188,469,318,489,154,34,62,16,19,25,21,6,0,0,9,3,3,0,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis","União das freguesias de Nogueira do Cravo e Pindelo",4683,45,47,3242,1441,976,1081,572,128,156,36,47,67,36,11,3,0,14,6,15,2,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis","União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail",18589,137,195,12229,6360,4126,3649,1953,551,698,168,265,227,108,24,20,0,50,22,30,6,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis",Ossela,1782,29,18,1220,562,432,350,224,42,45,17,20,17,4,2,3,0,9,4,3,1,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis","União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz",6323,41,61,3986,2337,1429,1125,778,142,125,60,73,69,32,2,2,0,15,16,15,1,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis","São Martinho da Gândara",1739,25,9,1173,566,409,375,183,31,55,17,21,22,14,3,0,0,5,3,0,1,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis","São Roque",4537,31,46,3272,1265,1073,1125,490,119,165,44,47,58,26,10,2,0,20,7,7,2,0,0,0,0
2024,Aveiro,"Oliveira de Azeméis","Vila de Cucujães",9287,80,90,6081,3206,1637,2405,836,275,291,73,148,110,65,6,1,0,25,15,20,4,0,0,0,0
2024,Aveiro,"Oliveira do Bairro","União das freguesias de Bustos, Troviscal e Mamarrosa",5908,44,49,3753,2155,1907,479,793,86,150,78,45,44,34,2,2,0,19,11,9,1,0,0,0,0
2024,Aveiro,"Oliveira do Bairro",Oiã,6879,34,88,4515,2364,1975,728,1028,103,284,78,45,54,36,5,15,0,14,13,13,2,0,0,0,0
2024,Aveiro,"Oliveira do Bairro","Oliveira do Bairro",5699,52,67,3576,2123,1423,617,831,139,213,60,60,49,30,3,3,0,13,10,4,2,0,0,0,0
2024,Aveiro,"Oliveira do Bairro",Palhaça,2412,15,20,1572,840,783,194,358,34,72,37,17,9,9,2,0,0,8,10,2,2,0,0,0,0
2024,Aveiro,Ovar,Cortegaça,3403,32,49,2391,1012,743,800,296,132,138,31,54,55,37,6,1,0,5,2,8,2,0,0,0,0
2024,Aveiro,Ovar,Esmoriz,11034,89,110,7676,3358,2594,2236,1089,417,489,70,208,170,91,12,7,0,36,22,36,0,0,0,0,0
2024,Aveiro,Ovar,Maceda,3193,24,43,2087,1106,586,747,361,75,97,26,39,28,40,2,1,0,6,3,7,2,0,0,0,0
2024,Aveiro,Ovar,"União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",27090,159,351,17591,9499,5004,5655,2601,1139,951,168,497,378,441,38,20,0,82,36,63,8,0,0,0,0
2024,Aveiro,Ovar,Válega,6182,35,63,3755,2427,1086,1259,659,192,157,44,76,72,59,5,3,0,24,7,11,3,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Argoncilhe,7500,59,57,5224,2276,1819,1452,849,208,333,70,115,97,71,13,8,0,43,11,17,2,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Arrifana,5650,39,53,3702,1948,1106,1380,535,143,169,42,79,75,42,2,3,0,13,8,10,3,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","União das freguesias de Caldas de São Jorge e Pigeiros",3514,24,39,2392,1122,691,833,407,106,101,18,41,49,43,6,0,0,15,8,10,1,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","União das freguesias de Canedo, Vale e Vila Maior",8667,46,57,5401,3266,1986,1354,1060,205,265,67,116,85,48,10,7,0,51,19,24,1,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Escapães,3098,21,27,2151,947,667,701,324,128,142,19,28,44,20,4,2,0,8,7,8,1,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Fiães,6854,55,66,4512,2342,1371,1524,688,221,199,57,78,93,100,5,7,0,17,9,18,4,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Fornos,3032,16,27,2148,884,686,646,366,93,132,25,55,48,27,1,3,0,11,5,6,1,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","União das freguesias de Lobão, Gião, Louredo e Guisande",9455,59,62,6124,3331,2092,1732,1235,225,285,65,98,104,53,8,17,0,43,24,17,5,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Lourosa,7730,62,65,5248,2482,1616,1725,986,183,226,76,95,88,54,9,4,0,30,15,11,3,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","Milheirós de Poiares",3250,26,33,2284,966,647,828,375,86,129,24,42,38,19,6,2,0,15,1,11,2,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Mozelos,6620,40,55,4773,1847,1404,1476,852,244,282,54,113,120,62,6,8,0,31,6,19,1,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","Nogueira da Regedoura",5229,41,65,3746,1483,1213,1101,633,161,208,55,82,71,71,4,2,0,16,8,11,4,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","Paços de Brandão",4345,34,51,3229,1116,1207,916,443,122,190,39,73,64,44,6,3,0,15,9,10,3,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","Rio Meão",4473,33,45,3164,1309,1076,994,514,144,134,39,45,63,38,4,8,0,6,10,8,3,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Romariz,2806,24,32,1803,1003,629,542,308,55,64,35,27,34,16,4,1,0,20,9,2,1,0,0,0,0
2024,Aveiro,"Santa Maria da Feira",Sanguedo,3165,25,38,2146,1019,711,613,354,87,135,43,34,46,21,4,2,0,11,6,14,2,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo",17609,120,223,12393,5216,4567,3366,1593,553,967,112,390,246,128,16,9,0,54,24,24,1,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","Santa Maria de Lamas",4407,21,45,3216,1191,1063,1053,494,127,172,45,54,71,30,3,4,0,20,5,9,0,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","São João de Ver",9685,61,110,6690,2995,1985,2132,1206,323,319,92,157,132,84,11,9,0,35,9,23,2,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","União de freguesias de São Miguel de Souto e Mosteirô",6088,68,59,4058,2030,1155,1429,662,172,203,47,76,87,39,7,1,0,25,10,13,5,0,0,0,0
2024,Aveiro,"Santa Maria da Feira","São Paio de Oleiros",3473,22,40,2528,945,691,848,426,136,108,26,47,39,103,4,3,0,8,5,20,2,0,0,0,0
2024,Aveiro,"São João da Madeira","São João da Madeira",19533,141,184,13342,6191,3911,4989,1726,596,737,119,356,217,236,20,4,0,29,33,41,3,0,0,0,0
2024,Aveiro,"Sever do Vouga","União das freguesias de Cedrim e Paradela",1276,7,14,918,358,449,129,228,19,20,18,10,6,8,2,0,0,4,3,1,0,0,0,0,0
2024,Aveiro,"Sever do Vouga","Couto de Esteves",708,5,3,488,220,271,87,75,10,12,11,4,4,1,1,0,0,1,2,1,0,0,0,0,0
2024,Aveiro,"Sever do Vouga","Pessegueiro do Vouga",1592,9,9,1124,468,551,176,216,37,48,15,25,11,17,1,0,0,3,4,2,0,0,0,0,0
2024,Aveiro,"Sever do Vouga","Rocas do Vouga",1454,13,7,920,534,409,223,171,22,27,11,14,7,7,0,1,0,4,1,2,1,0,0,0,0
2024,Aveiro,"Sever do Vouga","Sever do Vouga",2336,11,40,1676,660,776,289,307,56,82,27,48,16,13,0,2,0,4,2,2,1,0,0,0,0
2024,Aveiro,"Sever do Vouga","União das freguesias de Silva Escura e Dornelas",1877,15,23,1282,595,560,281,235,27,42,21,26,21,16,0,0,0,7,5,3,0,0,0,0,0
2024,Aveiro,"Sever do Vouga",Talhadas,1064,6,14,792,272,366,180,164,8,20,5,7,6,6,1,2,0,2,4,1,0,0,0,0,0
2024,Aveiro,Vagos,Calvão,2050,9,22,1308,742,702,128,262,27,62,34,16,21,9,2,1,0,6,5,2,0,0,0,0,0
2024,Aveiro,Vagos,"União das freguesias de Fonte de Angeão e Covão do Lobo",2123,10,16,1329,794,748,99,314,27,36,30,15,7,7,2,2,0,6,4,3,3,0,0,0,0
2024,Aveiro,Vagos,"Gafanha da Boa Hora",3177,17,18,1449,1728,637,225,322,41,63,29,32,33,20,1,0,0,1,7,3,0,0,0,0,0
2024,Aveiro,Vagos,Ouca,1631,12,8,1014,617,551,106,215,18,48,21,12,10,6,1,0,0,1,3,1,1,0,0,0,0
2024,Aveiro,Vagos,"União das freguesias de Ponte de Vagos e Santa Catarina",2806,22,29,1767,1039,917,165,424,31,67,43,20,21,8,4,0,0,4,9,3,0,0,0,0,0
2024,Aveiro,Vagos,"Santo André de Vagos",1977,18,10,1177,800,650,96,284,25,27,28,12,7,8,2,0,0,5,1,3,1,0,0,0,0
2024,Aveiro,Vagos,Sosa,2689,18,15,1621,1068,710,272,419,26,63,35,26,19,6,3,0,0,3,1,4,1,0,0,0,0
2024,Aveiro,Vagos,"União das freguesias de Vagos e Santo António",5885,35,58,3875,2010,1726,659,747,129,219,65,102,65,31,5,3,0,6,20,5,0,0,0,0,0
2024,Aveiro,"Vale de Cambra",Arões,1210,16,11,718,492,361,129,136,13,19,5,6,5,2,1,1,0,5,1,5,2,0,0,0,0
2024,Aveiro,"Vale de Cambra",Cepelos,1220,16,5,775,445,386,156,116,27,30,14,6,8,2,0,1,0,4,3,1,0,0,0,0,0
2024,Aveiro,"Vale de Cambra",Junqueira,855,6,10,609,246,332,86,110,7,23,13,6,2,3,0,0,0,4,6,1,0,0,0,0,0
2024,Aveiro,"Vale de Cambra","Macieira de Cambra",4053,57,28,2728,1325,911,824,489,97,148,37,34,47,26,6,2,0,16,2,4,0,0,0,0,0
2024,Aveiro,"Vale de Cambra",Roge,1524,13,5,1030,494,384,290,190,30,51,18,14,12,5,1,1,0,6,6,3,1,0,0,0,0
2024,Aveiro,"Vale de Cambra","São Pedro de Castelões",6243,59,53,4302,1941,1754,1000,735,142,240,71,85,69,31,4,3,0,28,18,9,1,0,0,0,0
2024,Aveiro,"Vale de Cambra","União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho",4782,50,44,3355,1427,1278,854,564,139,171,50,59,66,35,3,0,0,21,12,7,2,0,0,0,0
2024,Beja,Aljustrel,"União das freguesias de Aljustrel e Rio de Moinhos",5078,39,46,3361,1717,323,1091,661,174,60,19,37,37,828,3,2,0,3,6,32,0,0,0,0,0
2024,Beja,Aljustrel,Ervidel,772,11,7,536,236,32,182,117,25,2,2,9,11,129,0,0,0,0,0,9,0,0,0,0,0
2024,Beja,Aljustrel,Messejana,721,12,4,495,226,36,177,123,17,3,7,11,4,85,3,1,0,2,2,8,0,0,0,0,0
2024,Beja,Aljustrel,"São João de Negrilhos",1190,11,9,811,379,54,337,191,26,10,5,9,6,135,5,0,0,0,1,12,0,0,0,0,0
2024,Beja,Almodôvar,"Aldeia dos Fernandes",500,9,1,353,147,60,133,74,14,9,6,6,5,26,1,2,0,2,3,2,0,0,0,0,0
2024,Beja,Almodôvar,"União das freguesias de Almodôvar e Graça dos Padrões",3397,38,25,2286,1111,575,716,548,94,50,35,31,30,115,1,2,0,11,4,11,0,0,0,0,0
2024,Beja,Almodôvar,Rosário,549,6,5,335,214,42,115,101,12,4,7,6,1,30,0,1,0,1,0,4,0,0,0,0,0
2024,Beja,Almodôvar,"União das freguesias de Santa Clara-a-Nova e Gomes Aires",716,11,5,427,289,96,154,98,9,8,9,2,2,20,3,1,0,5,0,4,0,0,0,0,0
2024,Beja,Almodôvar,"Santa Cruz",478,3,4,296,182,57,136,44,10,1,4,7,2,17,1,2,0,1,3,4,0,0,0,0,0
2024,Beja,Almodôvar,"São Barnabé",342,1,2,187,155,50,83,27,1,4,7,1,3,5,0,1,0,1,1,0,0,0,0,0,0
2024,Beja,Alvito,Alvito,936,4,8,632,304,127,153,152,54,7,6,6,8,95,0,0,0,4,0,8,0,0,0,0,0
2024,Beja,Alvito,"Vila Nova da Baronia",914,12,11,601,313,85,199,154,30,5,5,13,9,66,1,1,0,3,0,7,0,0,0,0,0
2024,Beja,Barrancos,Barrancos,1262,11,21,773,489,123,236,176,23,16,8,6,5,143,1,1,0,1,0,2,0,0,0,0,0
2024,Beja,Beja,"União das freguesias de Albernoa e Trindade",745,7,6,439,306,54,131,86,19,13,6,9,11,92,0,0,0,0,1,4,0,0,0,0,0
2024,Beja,Beja,Baleizão,725,5,1,475,250,24,147,108,38,5,1,2,3,135,1,0,0,1,0,4,0,0,0,0,0
2024,Beja,Beja,"União das freguesias de Beja (Salvador e Santa Maria da Feira)",8880,65,86,5737,3143,1196,1642,1267,264,171,55,123,86,735,8,6,0,9,4,20,0,0,0,0,0
2024,Beja,Beja,"União das freguesias de Beja (Santiago Maior e São João Baptista)",11351,72,107,7782,3569,2021,2069,1546,346,238,64,152,104,997,11,6,0,15,2,32,0,0,0,0,0
2024,Beja,Beja,Beringel,1080,12,11,675,405,121,223,141,19,10,7,8,7,113,0,1,0,0,1,1,0,0,0,0,0
2024,Beja,Beja,"Cabeça Gorda",1112,13,3,632,480,54,240,130,22,7,8,4,9,129,0,0,0,1,0,12,0,0,0,0,0
2024,Beja,Beja,"Nossa Senhora das Neves",1303,8,14,837,466,74,277,201,27,14,13,12,13,167,3,1,0,1,1,11,0,0,0,0,0
2024,Beja,Beja,"União das freguesias de Salvada e Quintos",1056,6,15,697,359,62,256,126,22,10,2,10,7,169,1,0,0,2,0,9,0,0,0,0,0
2024,Beja,Beja,"Santa Clara de Louredo",523,4,6,377,146,40,128,61,13,7,4,5,1,102,0,1,0,0,1,4,0,0,0,0,0
2024,Beja,Beja,"União das freguesias de Santa Vitória e Mombeja",726,7,8,474,252,37,161,105,27,3,1,6,5,103,2,0,0,1,1,7,0,0,0,0,0
2024,Beja,Beja,"São Matias",425,3,3,292,133,31,106,89,12,8,1,6,3,26,1,0,0,0,0,3,0,0,0,0,0
2024,Beja,Beja,"União das freguesias de Trigaches e São Brissos",466,3,3,284,182,35,91,86,9,4,2,1,2,43,0,1,0,1,1,2,0,0,0,0,0
2024,Beja,"Castro Verde","União das freguesias de Castro Verde e Casével",4495,27,39,3028,1467,452,950,550,231,111,26,84,56,462,2,3,0,6,8,21,0,0,0,0,0
2024,Beja,"Castro Verde",Entradas,533,4,8,332,201,41,101,67,8,5,4,6,2,76,0,0,0,1,0,9,0,0,0,0,0
2024,Beja,"Castro Verde","Santa Bárbara de Padrões",731,7,3,485,246,31,165,109,26,9,6,3,4,112,1,1,0,2,1,5,0,0,0,0,0
2024,Beja,"Castro Verde","São Marcos da Ataboeira",270,2,4,172,98,18,76,23,3,1,1,4,0,38,0,0,0,1,1,0,0,0,0,0,0
2024,Beja,Cuba,Cuba,2527,16,24,1683,844,282,526,355,48,32,20,32,14,321,3,0,0,0,1,9,0,0,0,0,0
2024,Beja,Cuba,"Faro do Alentejo",444,5,0,299,145,25,98,68,8,1,1,4,1,83,0,0,0,0,0,5,0,0,0,0,0
2024,Beja,Cuba,"Vila Alva",318,5,4,222,96,25,99,25,10,2,2,2,2,42,0,0,0,0,1,3,0,0,0,0,0
2024,Beja,Cuba,"Vila Ruiva",357,5,7,229,128,18,77,53,11,7,1,3,3,41,2,0,0,0,0,1,0,0,0,0,0
2024,Beja,"Ferreira do Alentejo","União das freguesias de Alfundão e Peroguarda",960,8,2,586,374,59,241,148,41,10,3,11,6,46,0,0,0,2,3,6,0,0,0,0,0
2024,Beja,"Ferreira do Alentejo","União das freguesias de Ferreira do Alentejo e Canhestros",3822,11,26,2332,1490,383,716,516,122,57,42,48,26,342,3,1,0,11,4,24,0,0,0,0,0
2024,Beja,"Ferreira do Alentejo","Figueira dos Cavaleiros",1022,8,9,704,318,56,301,148,27,15,4,12,6,102,2,1,0,1,0,12,0,0,0,0,0
2024,Beja,"Ferreira do Alentejo",Odivelas,391,5,3,238,153,27,115,40,7,3,2,5,2,25,0,1,0,1,1,1,0,0,0,0,0
2024,Beja,Mértola,"Alcaria Ruiva",599,1,6,370,229,58,125,52,12,11,6,2,5,86,2,0,0,0,0,4,0,0,0,0,0
2024,Beja,Mértola,"Corte do Pinto",701,2,5,430,271,39,176,99,18,7,3,5,5,67,0,1,0,2,0,1,0,0,0,0,0
2024,Beja,Mértola,"Espírito Santo",266,2,1,171,95,22,72,28,9,1,0,0,2,29,1,0,0,0,1,3,0,0,0,0,0
2024,Beja,Mértola,Mértola,2191,29,38,1524,667,240,539,193,81,20,16,19,16,319,1,0,0,1,2,10,0,0,0,0,0
2024,Beja,Mértola,"União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",755,5,8,462,293,58,209,53,11,3,4,8,1,97,0,0,0,0,1,4,0,0,0,0,0
2024,Beja,Mértola,"Santana de Cambas",636,7,12,394,242,56,131,71,10,2,9,4,9,79,0,1,0,0,0,3,0,0,0,0,0
2024,Beja,Mértola,"São João dos Caldeireiros",450,3,5,273,177,31,60,58,9,3,5,6,2,84,3,0,0,0,0,4,0,0,0,0,0
2024,Beja,Moura,Amareleja,1884,10,12,1102,782,110,285,402,18,14,8,13,18,193,1,3,0,4,1,10,0,0,0,0,0
2024,Beja,Moura,"Póvoa de São Miguel",674,5,4,422,252,58,152,158,6,5,6,1,2,23,1,0,0,1,0,0,0,0,0,0,0
2024,Beja,Moura,"União das freguesias de Safara e Santo Aleixo da Restauração",1350,7,7,810,540,76,274,272,19,4,7,3,4,121,1,1,0,1,2,11,0,0,0,0,0
